resource_code,source_path,original_id,new_id,target_file,target_section_id,fallback
PREALG,PREALG/modules/m81402/index.cnxml,fs-id1167836684589,PREALG-K3AyZdsx9X,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-applying-the-quadratic-formula.ptx,sec-applying-the-quadratic-formula-primary-prealg-fs-id1167829717106,media
PREALG,PREALG/modules/m81402/index.cnxml,fs-id1167836729121,PREALG-kOg99stB31,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-applying-the-quadratic-formula.ptx,sec-applying-the-quadratic-formula-primary-prealg-fs-id1167829717106,note
PREALG,PREALG/modules/m81402/index.cnxml,fs-id1167836729694,PREALG-sBxM8c9pw3,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-applying-the-quadratic-formula.ptx,sec-applying-the-quadratic-formula-primary-prealg-fs-id1167829717106,media
PREALG,PREALG/modules/m81402/index.cnxml,fs-id1167836775158,PREALG-WKNhIVc9LR,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-applying-the-quadratic-formula.ptx,sec-applying-the-quadratic-formula-primary-prealg-fs-id1167829717106,exercise
PREALG,PREALG/modules/m81402/index.cnxml,fs-id1167836791325,PREALG-zhbv5pa4lR,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-applying-the-quadratic-formula.ptx,sec-applying-the-quadratic-formula-primary-prealg-fs-id1167829717106,media
PREALG,PREALG/modules/m81402/index.cnxml,fs-id1167836791712,PREALG-4Rb6iCfPmc,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-applying-the-quadratic-formula.ptx,sec-applying-the-quadratic-formula-primary-prealg-fs-id1167829717106,example
PREALG,PREALG/modules/m81402/index.cnxml,fs-id1171791084816,PREALG-kqnhTJxW5A,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-applying-the-quadratic-formula.ptx,sec-applying-the-quadratic-formula-primary-prealg-fs-id1167829717106,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169145640900,PREALG-OGadXf78X5,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,exercise
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169145661818,PREALG-C8IQwlZolX,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169145665366,PREALG-4N06bXoXOs,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-exercise-prealg-fs-id1169147854450,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169145730257,PREALG-rzwW2iB7BL,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169145731362,PREALG-YBlPVnFRWg,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,note
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169145731366,PREALG-kGkmvRpjDu,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,exercise
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147709088,PREALG-hRkPgvm0te,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147709098,PREALG-5O5vMBbWEX,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,example
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147727864,PREALG-iSGG0hhzaB,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147732012,PREALG-07UZZp1p0n,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147736036,PREALG-PpE79mJRKd,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,note
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147738273,PREALG-EjQ7SnYExY,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147738788,PREALG-xRF9MRxRp6,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147739465,PREALG-ulp8gWeQBI,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147739753,PREALG-4qkukcaXHy,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,table
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147740358,PREALG-nDedWk773P,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,note
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147740914,PREALG-WFEeHWI3sA,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,exercise
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147741063,PREALG-Oz98TE2ODZ,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147741564,PREALG-LUBw0yfqG8,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,note
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147742404,PREALG-t4Dwz3dZ4f,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147742773,PREALG-DZbzFM5z8v,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,example
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147742866,PREALG-TLOZRp3bmn,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147744772,PREALG-FXpbLPO468,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147745057,PREALG-LgTDgsI6iR,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147745773,PREALG-S2p9wR9VHa,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147746174,PREALG-74zl7kdlZQ,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147746977,PREALG-hsPd2FLuhL,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,note
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147747742,PREALG-UVfsOD6QA4,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,table
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147751212,PREALG-UqJDyHrSw8,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-exercise-prealg-fs-id1169147854450,exercise
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147766954,PREALG-xK3DE3RE7o,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,note
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147768957,PREALG-6nQlhoUK6p,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,note
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147768961,PREALG-eJgyeIh4oy,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,exercise
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147769667,PREALG-u7eTgk4waR,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147793802,PREALG-uhrFnR1KmH,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147797365,PREALG-xVKczcOfDv,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147803467,PREALG-PcqQu2m7Wx,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147804130,PREALG-0sbRzYOuki,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,example
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147809585,PREALG-9YTdOPqd7T,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,exercise
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147821774,PREALG-I5Qo52Wtts,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147821786,PREALG-e7rzdJft5o,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147824586,PREALG-fhbF9Lm0QU,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-exercise-prealg-fs-id1169147854450,exercise
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147826865,PREALG-LbZvhPeyGD,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147827323,PREALG-FE1NWBC5m4,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,note
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147830036,PREALG-IrBjbPoo8u,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,example
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147830798,PREALG-iZhca8leYQ,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147832738,PREALG-GGPH2shxbR,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147833738,PREALG-91yPbQxOA2,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147834502,PREALG-jERnXxrpjQ,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,note
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147834685,PREALG-EZK4ALWVY2,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,note
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147835500,PREALG-tD8AdZO6uG,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,note
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147835504,PREALG-G5892PeQoI,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,exercise
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147836158,PREALG-CWKVXnXqa1,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147838172,PREALG-PAOfQ3xJX1,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147838469,PREALG-wpJ1poB7Xv,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,note
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147838473,PREALG-JSTWSBE0tf,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,exercise
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147840273,PREALG-qugYjaNzyQ,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-exercise-prealg-fs-id1169147854450,exercise
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147840561,PREALG-eKDaEskDjN,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,note
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147840564,PREALG-XoXlewyXui,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,exercise
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147840655,PREALG-0AoIhTe0cp,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,note
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147844107,PREALG-k73dMoV7aP,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,note
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147844424,PREALG-Rl8688P7Uw,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147848636,PREALG-NCzDsvD8SS,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147850128,PREALG-KkkDjH7MkJ,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,example
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147850463,PREALG-RWH4qujeuZ,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,note
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147852673,PREALG-K0ZjIyabAz,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147853511,PREALG-WzQURkSWxw,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147856252,PREALG-ygQ2FNLVsJ,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,note
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147857369,PREALG-aoL6V75p4e,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147860793,PREALG-YV5AuZ3JNj,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,example
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147861770,PREALG-S98AiqGFP1,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,example
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147861964,PREALG-jDJoTFIdnI,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,exercise
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147862067,PREALG-yVGRHxdX2X,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,exercise
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147862674,PREALG-mpb1zTb4J9,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147863725,PREALG-AanuExNGyC,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147866438,PREALG-ZT49gGtJEn,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147867714,PREALG-PxaOTh6ShK,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,exercise
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147867750,PREALG-FJtM5IBHpk,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,table
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147870622,PREALG-EQuqqeAcug,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,table
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147873439,PREALG-tAjCrKv4af,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-exercise-prealg-fs-id1169147854450,media
PREALG,PREALG/modules/m81403/index.cnxml,fs-id1169147874013,PREALG-A7mduXtu0n,/Users/Ben/BLH Documents/2026/Kenya 2026/maths-collage/book/reference/01-quadratic-expressions-and-equations/sec-quadratic-equations-in-real-life.ptx,sec-quadratic-equations-in-real-life-primary-prealg-fs-id1169147803160,note
