collection_title,chapter_order,chapter_title,subcollection_path,module_order,module_id,module_title,row_type,section_order,section_level,section_id,section_title,source_path
precalculus-2e,1,Functions,Functions,3,m49304,Domain and Range,section,9,2,fs-id1165137771069,Algebraic,PRECALC/modules/m49304/index.cnxml
precalculus-2e,1,Functions,Functions,3,m49304,Domain and Range,section,10,2,fs-id1165137580833,Graphical,PRECALC/modules/m49304/index.cnxml
precalculus-2e,1,Functions,Functions,3,m49304,Domain and Range,section,11,2,fs-id1165134118450,Numeric,PRECALC/modules/m49304/index.cnxml
precalculus-2e,1,Functions,Functions,3,m49304,Domain and Range,section,12,2,fs-id1165135194497,Technology,PRECALC/modules/m49304/index.cnxml
precalculus-2e,1,Functions,Functions,3,m49304,Domain and Range,section,13,2,fs-id1165137733672,Extension,PRECALC/modules/m49304/index.cnxml
precalculus-2e,1,Functions,Functions,3,m49304,Domain and Range,section,14,2,fs-id1165137832031,Real-World Applications,PRECALC/modules/m49304/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,module,,,,,PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,1,1,fs-id1165137645483,Finding the Average Rate of Change of a Function,PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,2,1,fs-id1165135440486,"Using a Graph to Determine Where a Function is Increasing, Decreasing, or Constant",PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,3,1,fs-id1165134544960,Analyzing the Toolkit Functions for Increasing or Decreasing Intervals,PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,4,1,fs-id1165134381626,Use A Graph to Locate the Absolute Maximum and Absolute Minimum,PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,5,1,fs-id1165135541564,Key Equations,PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,6,1,fs-id1165135481945,Key Concepts,PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,7,1,fs-id1165135457748,Section Exercises,PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,8,2,fs-id1165135457752,Verbal,PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,9,2,fs-id1165134259215,Algebraic,PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,10,2,fs-id1165135409367,Graphical,PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,11,2,fs-id1165134043819,Numeric,PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,12,2,fs-id1165135347321,Technology,PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,13,2,fs-id1165135536251,Extension,PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,4,m49306,Rates of Change and Behavior of Graphs,section,14,2,fs-id1165134151836,Real-World Applications,PRECALC/modules/m49306/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,module,,,,,PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,1,1,fs-id1165135176393,Combining Functions Using Algebraic Operations,PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,2,1,fs-id1165135690697,Create a Function by Composition of Functions,PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,3,1,fs-id1165137560475,Evaluating Composite Functions,PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,4,2,fs-id1165137760886,Evaluating Composite Functions Using Tables,PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,5,2,fs-id1165137756068,Evaluating Composite Functions Using Graphs,PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,6,2,fs-id1165137452389,Evaluating Composite Functions Using Formulas,PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,7,1,fs-id1165135567444,Finding the Domain of a Composite Function,PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,8,1,fs-id1165137425738,Decomposing a Composite Function into its Component Functions,PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,9,1,fs-id1165135388428,Key Equation,PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,10,1,fs-id1165137768015,Key Concepts,PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,11,1,fs-id1165137611819,Section Exercises,PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,12,2,fs-id1165135322014,Verbal,PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,13,2,fs-id1165137407457,Algebraic,PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,14,2,fs-id1165134250814,Graphical,PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,15,2,fs-id1165137413913,Numeric,PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,16,2,fs-id1165137812338,Extensions,PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,5,m49308,Composition of Functions,section,17,2,fs-id1165135341286,Real-World Applications,PRECALC/modules/m49308/index.cnxml
precalculus-2e,1,Functions,Functions,6,m49312,Transformation of Functions,module,,,,,PRECALC/modules/m49312/index.cnxml
precalculus-2e,1,Functions,Functions,6,m49312,Transformation of Functions,section,1,1,fs-id1165137827988,Graphing Functions Using Vertical and Horizontal Shifts,PRECALC/modules/m49312/index.cnxml
precalculus-2e,1,Functions,Functions,6,m49312,Transformation of Functions,section,2,2,fs-id1165137535664,Identifying Vertical Shifts,PRECALC/modules/m49312/index.cnxml
precalculus-2e,1,Functions,Functions,6,m49312,Transformation of Functions,section,3,2,fs-id1165137597159,Identifying Horizontal Shifts,PRECALC/modules/m49312/index.cnxml
precalculus-2e,1,Functions,Functions,6,m49312,Transformation of Functions,section,4,2,fs-id1165135250592,Combining Vertical and Horizontal Shifts,PRECALC/modules/m49312/index.cnxml
precalculus-2e,1,Functions,Functions,6,m49312,Transformation of Functions,section,5,1,fs-id1165137600415,Graphing Functions Using Reflections about the Axes,PRECALC/modules/m49312/index.cnxml
precalculus-2e,1,Functions,Functions,6,m49312,Transformation of Functions,section,6,1,fs-id1165135182974,Determining Even and Odd Functions,PRECALC/modules/m49312/index.cnxml
precalculus-2e,1,Functions,Functions,6,m49312,Transformation of Functions,section,7,1,fs-id1165137654768,Graphing Functions Using Stretches and Compressions,PRECALC/modules/m49312/index.cnxml
precalculus-2e,1,Functions,Functions,6,m49312,Transformation of Functions,section,8,2,fs-id1165137793506,Vertical Stretches and Compressions,PRECALC/modules/m49312/index.cnxml
precalculus-2e,1,Functions,Functions,6,m49312,Transformation of Functions,section,9,2,fs-id1165135344103,Horizontal Stretches and Compressions,PRECALC/modules/m49312/index.cnxml
precalculus-2e,1,Functions,Functions,6,m49312,Transformation of Functions,section,10,1,fs-id1165137676302,Performing a Sequence of Transformations,PRECALC/modules/m49312/index.cnxml
precalculus-2e,1,Functions,Functions,6,m49312,Transformation of Functions,section,11,1,fs-id1165135499979,Key Equations,PRECALC/modules/m49312/index.cnxml
precalculus-2e,1,Functions,Functions,6,m49312,Transformation of Functions,section,12,1,fs-id1165135264626,Key Concepts,PRECALC/modules/m49312/index.cnxml
precalculus-2e,1,Functions,Functions,6,m49312,Transformation of Functions,section,13,1,fs-id1165137436217,Section Exercises,PRECALC/modules/m49312/index.cnxml
precalculus-2e,1,Functions,Functions,6,m49312,Transformation of Functions,section,14,2,fs-id1165137728393,Verbal,PRECALC/modules/m49312/index.cnxml
precalculus-2e,1,Functions,Functions,6,m49312,Transformation of Functions,section,15,2,fs-id1165137454081,Algebraic,PRECALC/modules/m49312/index.cnxml
precalculus-2e,1,Functions,Functions,6,m49312,Transformation of Functions,section,16,2,fs-id1165135403290,Graphical,PRECALC/modules/m49312/index.cnxml
precalculus-2e,1,Functions,Functions,6,m49312,Transformation of Functions,section,17,2,fs-id1165137464226,Numeric,PRECALC/modules/m49312/index.cnxml
precalculus-2e,1,Functions,Functions,7,m49314,Absolute Value Functions,module,,,,,PRECALC/modules/m49314/index.cnxml
precalculus-2e,1,Functions,Functions,7,m49314,Absolute Value Functions,section,1,1,fs-id1165137426078,Understanding Absolute Value,PRECALC/modules/m49314/index.cnxml
precalculus-2e,1,Functions,Functions,7,m49314,Absolute Value Functions,section,2,1,fs-id1165135186288,Graphing an Absolute Value Function,PRECALC/modules/m49314/index.cnxml
precalculus-2e,1,Functions,Functions,7,m49314,Absolute Value Functions,section,3,1,fs-id1165133257286,Solving an Absolute Value Equation,PRECALC/modules/m49314/index.cnxml
precalculus-2e,1,Functions,Functions,7,m49314,Absolute Value Functions,section,4,1,fs-id1165135571678,Solving an Absolute Value Inequality,PRECALC/modules/m49314/index.cnxml
precalculus-2e,1,Functions,Functions,7,m49314,Absolute Value Functions,section,5,1,fs-id1165133291312,Key Concepts,PRECALC/modules/m49314/index.cnxml
precalculus-2e,1,Functions,Functions,7,m49314,Absolute Value Functions,section,6,1,fs-id1165135255406,Section Exercise,PRECALC/modules/m49314/index.cnxml
precalculus-2e,1,Functions,Functions,7,m49314,Absolute Value Functions,section,7,2,fs-id1165137406985,Verbal,PRECALC/modules/m49314/index.cnxml
precalculus-2e,1,Functions,Functions,7,m49314,Absolute Value Functions,section,8,2,fs-id1165134273549,Algebraic,PRECALC/modules/m49314/index.cnxml
precalculus-2e,1,Functions,Functions,7,m49314,Absolute Value Functions,section,9,2,fs-id1165137602379,Graphical,PRECALC/modules/m49314/index.cnxml
precalculus-2e,1,Functions,Functions,7,m49314,Absolute Value Functions,section,10,2,fs-id1165137897208,Technology,PRECALC/modules/m49314/index.cnxml
precalculus-2e,1,Functions,Functions,7,m49314,Absolute Value Functions,section,11,2,fs-id1165137419467,Extensions,PRECALC/modules/m49314/index.cnxml
precalculus-2e,1,Functions,Functions,7,m49314,Absolute Value Functions,section,12,2,fs-id1165135172151,Real-World Applications,PRECALC/modules/m49314/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,module,,,,,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,1,1,fs-id1165137725994,Verifying That Two Functions Are Inverse Functions,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,2,1,fs-id1165137660004,Finding Domain and Range of Inverse Functions,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,3,1,fs-id1165137619159,Finding and Evaluating Inverse Functions,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,4,2,fs-id1165135466392,Inverting Tabular Functions,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,5,2,fs-id1165137418615,"Evaluating the Inverse of a Function, Given a Graph of the Original Function",PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,6,2,fs-id1165137605437,Finding Inverses of Functions Represented by Formulas,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,7,1,fs-id1165137473011,Finding Inverse Functions and Their Graphs,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,8,1,fs-id1165137591826,Key Concepts,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,9,1,fs-id1165137871042,Section Exercises,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,10,2,fs-id1165135187563,Verbal,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,11,2,fs-id1165137836714,Algebraic,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,12,2,fs-id1165135188614,Graphical,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,13,2,fs-id1165135434734,Numeric,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,14,2,fs-id1165137641552,Technology,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,15,2,fs-id1165137592239,Real-World Applications,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,16,1,fs-id1165135177582,Chapter Review Exercises,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,17,2,eip-id1165135176875,Functions and Function Notation,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,18,2,eip-id1165132944714,Domain and Range,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,19,2,eip-id1165133183577,Rates of Change and Behavior of Graphs,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,20,2,eip-id1165131815810,Composition of Functions,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,21,2,eip-id1165134070725,Transformation of Functions,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,22,2,eip-id1165135691363,Absolute Value Functions,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,23,2,eip-159,Inverse Functions,PRECALC/modules/m49320/index.cnxml
precalculus-2e,1,Functions,Functions,8,m49320,Inverse Functions,section,24,1,fs-id1165137455205,Practice Test,PRECALC/modules/m49320/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,1,m49321,Introduction to Linear Functions,module,,,,,PRECALC/modules/m49321/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,module,,,,,PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,section,1,1,fs-id1165137444281,Representing Linear Functions,PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,section,2,2,fs-id1165137759903,Representing a Linear Function in Word Form,PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,section,3,2,fs-id1165135639903,Representing a Linear Function in Function Notation,PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,section,4,2,fs-id1165135415800,Representing a Linear Function in Tabular Form,PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,section,5,2,fs-id1165137619188,Representing a Linear Function in Graphical Form,PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,section,6,1,fs-id1165137749252,"Determining whether a Linear Function Is Increasing, Decreasing, or Constant",PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,section,7,1,fs-id1165137837055,Calculating and Interpreting Slope,PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,section,8,1,fs-id1165135208792,Writing the Point-Slope Form of a Linear Equation,PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,section,9,2,fs-id1165137745298,Writing the Equation of a Line Using a Point and the Slope,PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,section,10,2,fs-id1165137804818,Writing the Equation of a Line Using Two Points,PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,section,11,1,fs-id1165137770240,Writing and Interpreting an Equation for a Linear Function,PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,section,12,1,fs-id1165137894282,Modeling Real-World Problems with Linear Functions,PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,section,13,1,fs-id1165137784950,Key Equations,PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,section,14,1,fs-id1165135696154,Key Concepts,PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,section,15,1,fs-id1165135502059,Section Exercises,PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,section,16,2,fs-id1165135502062,Verbal,PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,section,17,2,fs-id1165137854917,Algebraic,PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,section,18,2,fs-id1165137629486,Graphical,PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,section,19,2,fs-id1165137472087,Numeric,PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,section,20,2,fs-id1165137474626,Technology,PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,section,21,2,fs-id1165135699138,Extensions,PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,2,m49324,Linear Functions,section,22,2,fs-id1165137541587,Real-World Applications,PRECALC/modules/m49324/index.cnxml
precalculus-2e,2,Linear Functions,Linear Functions,3,m50389,Graphs of Linear Functions,module,,,,,PRECALC/modules/m50389/index.cnxml
