collection_title,chapter_order,chapter_title,subcollection_path,module_order,module_id,module_title,row_type,section_order,section_level,section_id,section_title,source_path,Open Source Resource,ID,ID_resource,Textbook Name,Source URL,License,License URL,Original URL,Attribution Title
precalculus-2e,,,,1,m50919,Preface,section,10.0,3,eip-42,Accuracy of the Content,PRECALC/modules/m50919/index.cnxml,PRECALC,eip-42,PRECALC-eip-42,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m50919/index.cnxml,Accuracy of the Content
precalculus-2e,,,,1,m50919,Preface,section,11.0,3,sect-00002,Changes to the Second Edition,PRECALC/modules/m50919/index.cnxml,PRECALC,sect-00002,PRECALC-sect-00002,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m50919/index.cnxml,Changes to the Second Edition
precalculus-2e,,,,1,m50919,Preface,section,12.0,2,eip-563,Pedagogical Foundations and Features,PRECALC/modules/m50919/index.cnxml,PRECALC,eip-563,PRECALC-eip-563,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m50919/index.cnxml,Pedagogical Foundations and Features
precalculus-2e,,,,1,m50919,Preface,section,13.0,3,eip-61,Learning Objectives,PRECALC/modules/m50919/index.cnxml,PRECALC,eip-61,PRECALC-eip-61,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m50919/index.cnxml,Learning Objectives
precalculus-2e,,,,1,m50919,Preface,section,14.0,3,eip-719,Narrative Text,PRECALC/modules/m50919/index.cnxml,PRECALC,eip-719,PRECALC-eip-719,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m50919/index.cnxml,Narrative Text
precalculus-2e,,,,1,m50919,Preface,section,15.0,3,eip-802,Examples,PRECALC/modules/m50919/index.cnxml,PRECALC,eip-802,PRECALC-eip-802,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m50919/index.cnxml,Examples
precalculus-2e,,,,1,m50919,Preface,section,16.0,3,eip-236,Figures,PRECALC/modules/m50919/index.cnxml,PRECALC,eip-236,PRECALC-eip-236,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m50919/index.cnxml,Figures
precalculus-2e,,,,1,m50919,Preface,section,17.0,3,eip-22,Supporting Features,PRECALC/modules/m50919/index.cnxml,PRECALC,eip-22,PRECALC-eip-22,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m50919/index.cnxml,Supporting Features
precalculus-2e,,,,1,m50919,Preface,section,18.0,3,eip-166,Section Exercises,PRECALC/modules/m50919/index.cnxml,PRECALC,eip-166,PRECALC-eip-166,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m50919/index.cnxml,Section Exercises
precalculus-2e,,,,1,m50919,Preface,section,19.0,3,eip-82,Chapter Review Features,PRECALC/modules/m50919/index.cnxml,PRECALC,eip-82,PRECALC-eip-82,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m50919/index.cnxml,Chapter Review Features
precalculus-2e,,,,1,m50919,Preface,section,20.0,2,sect-00004,Answers to Questions in the Book,PRECALC/modules/m50919/index.cnxml,PRECALC,sect-00004,PRECALC-sect-00004,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m50919/index.cnxml,Answers to Questions in the Book
precalculus-2e,,,,1,m50919,Preface,section,21.0,1,eip-299,Additional Resources,PRECALC/modules/m50919/index.cnxml,PRECALC,eip-299,PRECALC-eip-299,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m50919/index.cnxml,Additional Resources
precalculus-2e,,,,1,m50919,Preface,section,22.0,2,eip-827,Student and Instructor Resources,PRECALC/modules/m50919/index.cnxml,PRECALC,eip-827,PRECALC-eip-827,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m50919/index.cnxml,Student and Instructor Resources
precalculus-2e,,,,1,m50919,Preface,section,23.0,2,eip-924,Community Hubs,PRECALC/modules/m50919/index.cnxml,PRECALC,eip-924,PRECALC-eip-924,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m50919/index.cnxml,Community Hubs
precalculus-2e,,,,1,m50919,Preface,section,24.0,2,sect-00003,Technology partners,PRECALC/modules/m50919/index.cnxml,PRECALC,sect-00003,PRECALC-sect-00003,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m50919/index.cnxml,Technology partners
precalculus-2e,,,,1,m50919,Preface,section,25.0,1,fs-id1166812582991,About the Authors,PRECALC/modules/m50919/index.cnxml,PRECALC,fs-id1166812582991,PRECALC-fs-id1166812582991,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m50919/index.cnxml,About the Authors
precalculus-2e,,,,1,m50919,Preface,section,26.0,2,eip-679,Senior Contributing Author,PRECALC/modules/m50919/index.cnxml,PRECALC,eip-679,PRECALC-eip-679,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m50919/index.cnxml,Senior Contributing Author
precalculus-2e,,,,1,m50919,Preface,section,27.0,2,eip-528,Contributing Authors,PRECALC/modules/m50919/index.cnxml,PRECALC,eip-528,PRECALC-eip-528,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m50919/index.cnxml,Contributing Authors
precalculus-2e,,,,1,m50919,Preface,section,28.0,2,eip-956,Faculty Reviewers and Consultants,PRECALC/modules/m50919/index.cnxml,PRECALC,eip-956,PRECALC-eip-956,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m50919/index.cnxml,Faculty Reviewers and Consultants
precalculus-2e,1.0,Functions,Functions,1,m49299,Introduction to Functions,module,,0,,,PRECALC/modules/m49299/index.cnxml,PRECALC,m49299,PRECALC-m49299,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m49299/index.cnxml,Introduction to Functions
precalculus-2e,1.0,Functions,Functions,2,m49301,Functions and Function Notation,module,,0,,,PRECALC/modules/m49301/index.cnxml,PRECALC,m49301,PRECALC-m49301,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m49301/index.cnxml,Functions and Function Notation
precalculus-2e,1.0,Functions,Functions,2,m49301,Functions and Function Notation,section,1.0,1,fs-id1165133394710,Determining Whether a Relation Represents a Function,PRECALC/modules/m49301/index.cnxml,PRECALC,fs-id1165133394710,PRECALC-fs-id1165133394710,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m49301/index.cnxml,Determining Whether a Relation Represents a Function
precalculus-2e,1.0,Functions,Functions,2,m49301,Functions and Function Notation,section,2.0,2,fs-id1165134474160,Using Function Notation,PRECALC/modules/m49301/index.cnxml,PRECALC,fs-id1165134474160,PRECALC-fs-id1165134474160,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m49301/index.cnxml,Using Function Notation
precalculus-2e,1.0,Functions,Functions,2,m49301,Functions and Function Notation,section,3.0,2,fs-id1165137804204,Representing Functions Using Tables,PRECALC/modules/m49301/index.cnxml,PRECALC,fs-id1165137804204,PRECALC-fs-id1165137804204,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m49301/index.cnxml,Representing Functions Using Tables
precalculus-2e,1.0,Functions,Functions,2,m49301,Functions and Function Notation,section,4.0,1,fs-id1165137503241,Finding Input and Output Values of a Function,PRECALC/modules/m49301/index.cnxml,PRECALC,fs-id1165137503241,PRECALC-fs-id1165137503241,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m49301/index.cnxml,Finding Input and Output Values of a Function
precalculus-2e,1.0,Functions,Functions,2,m49301,Functions and Function Notation,section,5.0,2,fs-id1165137425943,Evaluation of Functions in Algebraic Forms,PRECALC/modules/m49301/index.cnxml,PRECALC,fs-id1165137425943,PRECALC-fs-id1165137425943,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m49301/index.cnxml,Evaluation of Functions in Algebraic Forms
precalculus-2e,1.0,Functions,Functions,2,m49301,Functions and Function Notation,section,6.0,2,fs-id1165137591827,Evaluating Functions Expressed in Formulas,PRECALC/modules/m49301/index.cnxml,PRECALC,fs-id1165137591827,PRECALC-fs-id1165137591827,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m49301/index.cnxml,Evaluating Functions Expressed in Formulas
precalculus-2e,1.0,Functions,Functions,2,m49301,Functions and Function Notation,section,7.0,2,fs-id1165137648450,Evaluating a Function Given in Tabular Form,PRECALC/modules/m49301/index.cnxml,PRECALC,fs-id1165137648450,PRECALC-fs-id1165137648450,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m49301/index.cnxml,Evaluating a Function Given in Tabular Form
precalculus-2e,1.0,Functions,Functions,2,m49301,Functions and Function Notation,section,8.0,2,fs-id1165135696152,Finding Function Values from a Graph,PRECALC/modules/m49301/index.cnxml,PRECALC,fs-id1165135696152,PRECALC-fs-id1165135696152,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m49301/index.cnxml,Finding Function Values from a Graph
precalculus-2e,1.0,Functions,Functions,2,m49301,Functions and Function Notation,section,9.0,1,fs-id1165135422920,Determining Whether a Function is One-to-One,PRECALC/modules/m49301/index.cnxml,PRECALC,fs-id1165135422920,PRECALC-fs-id1165135422920,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m49301/index.cnxml,Determining Whether a Function is One-to-One
precalculus-2e,1.0,Functions,Functions,2,m49301,Functions and Function Notation,section,10.0,1,fs-id1165135435781,Using the Vertical Line Test,PRECALC/modules/m49301/index.cnxml,PRECALC,fs-id1165135435781,PRECALC-fs-id1165135435781,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m49301/index.cnxml,Using the Vertical Line Test
precalculus-2e,1.0,Functions,Functions,2,m49301,Functions and Function Notation,section,11.0,1,fs-id1165137610952,Using the Horizontal Line Test,PRECALC/modules/m49301/index.cnxml,PRECALC,fs-id1165137610952,PRECALC-fs-id1165137610952,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m49301/index.cnxml,Using the Horizontal Line Test
precalculus-2e,1.0,Functions,Functions,2,m49301,Functions and Function Notation,section,12.0,1,fs-id1165135545919,Identifying Basic Toolkit Functions,PRECALC/modules/m49301/index.cnxml,PRECALC,fs-id1165135545919,PRECALC-fs-id1165135545919,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m49301/index.cnxml,Identifying Basic Toolkit Functions
precalculus-2e,1.0,Functions,Functions,2,m49301,Functions and Function Notation,section,13.0,1,fs-id1165135203679,Key Equations,PRECALC/modules/m49301/index.cnxml,PRECALC,fs-id1165135203679,PRECALC-fs-id1165135203679,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m49301/index.cnxml,Key Equations
precalculus-2e,1.0,Functions,Functions,2,m49301,Functions and Function Notation,section,14.0,1,fs-id1165137692068,Key Concepts,PRECALC/modules/m49301/index.cnxml,PRECALC,fs-id1165137692068,PRECALC-fs-id1165137692068,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m49301/index.cnxml,Key Concepts
precalculus-2e,1.0,Functions,Functions,2,m49301,Functions and Function Notation,section,15.0,1,fs-id1165137737761,Section Exercises,PRECALC/modules/m49301/index.cnxml,PRECALC,fs-id1165137737761,PRECALC-fs-id1165137737761,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m49301/index.cnxml,Section Exercises
precalculus-2e,1.0,Functions,Functions,2,m49301,Functions and Function Notation,section,16.0,2,fs-id1165137432988,Verbal,PRECALC/modules/m49301/index.cnxml,PRECALC,fs-id1165137432988,PRECALC-fs-id1165137432988,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m49301/index.cnxml,Verbal
precalculus-2e,1.0,Functions,Functions,2,m49301,Functions and Function Notation,section,17.0,2,fs-id1165134080937,Algebraic,PRECALC/modules/m49301/index.cnxml,PRECALC,fs-id1165134080937,PRECALC-fs-id1165134080937,Open STAX Precalculus 2e,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5,CC-BY-4.0,https://creativecommons.org/licenses/by/4.0/deed.en,https://github.com/openstax/osbooks-college-algebra-bundle/tree/e10e6b91143fe884c7c60dc0ad82ef23e1be0aa5/modules/m49301/index.cnxml,Algebraic
